epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,13444,0.43373,0.22184,0.91594,0.30426,0.36155,0.36137,0.33955,1.32912,4.67977,1.78117,0.0007435,0.0007435,0.0007435
189,13515.9,0.4321,0.22154,0.91618,0.30426,0.3616,0.36142,0.33949,1.32892,4.67941,1.78114,0.000694,0.000694,0.000694
190,13587.4,0.43134,0.21954,0.91461,0.30419,0.36186,0.36122,0.33926,1.32849,4.68004,1.78047,0.0006445,0.0006445,0.0006445
191,13686.8,0.36173,0.17014,0.87828,0.30395,0.36173,0.36088,0.33903,1.32875,4.68021,1.78121,0.000595,0.000595,0.000595
192,13757.1,0.35582,0.16679,0.87688,0.30395,0.36171,0.36073,0.33897,1.32841,4.67984,1.78102,0.0005455,0.0005455,0.0005455
193,13827.3,0.35311,0.16501,0.8732,0.304,0.3621,0.36063,0.33882,1.32835,4.68013,1.78193,0.000496,0.000496,0.000496
194,13897.7,0.3519,0.16487,0.87259,0.30393,0.36189,0.36035,0.33868,1.3288,4.68078,1.78237,0.0004465,0.0004465,0.0004465
195,13968.4,0.34984,0.16386,0.87269,0.30403,0.36192,0.36024,0.33853,1.32874,4.68084,1.78118,0.000397,0.000397,0.000397
196,14038.7,0.34821,0.16262,0.87096,0.30429,0.36195,0.35999,0.33841,1.32926,4.68163,1.78129,0.0003475,0.0003475,0.0003475
197,14108.7,0.34679,0.16169,0.8717,0.30426,0.36197,0.35986,0.33825,1.32834,4.68231,1.77908,0.000298,0.000298,0.000298
198,14179.3,0.34382,0.16047,0.86959,0.30427,0.36219,0.35961,0.33404,1.32881,4.68266,1.78025,0.0002485,0.0002485,0.0002485
199,14250.1,0.34457,0.15924,0.86944,0.30429,0.362,0.35973,0.33413,1.32875,4.68409,1.78018,0.000199,0.000199,0.000199
200,14320.4,0.34351,0.1593,0.87089,0.30435,0.36186,0.35953,0.33406,1.32875,4.6846,1.77944,0.0001495,0.0001495,0.0001495
